date,return,loss,VaR,CVaR,exception,method
2021-06-17,-0.0070344345604757596,0.0070344345604757596,0.01540908629155636,0.028921379155556343,0,historical
2021-06-18,-0.004451171709624431,0.004451171709624431,0.01540908629155636,0.028921379155556343,0,historical
2021-06-21,-0.007486629131284496,0.007486629131284496,0.01540908629155636,0.028921379155556343,0,historical
2021-06-22,-0.005221629611801133,0.005221629611801133,0.01540908629155636,0.028921379155556343,0,historical
2021-06-23,-0.0031901247160700274,0.0031901247160700274,0.01540908629155636,0.028921379155556343,0,historical
2021-06-24,2.5765759850279814e-06,-2.5765759850279814e-06,0.01540908629155636,0.028921379155556343,0,historical
2021-06-25,0.0010532347406659584,-0.0010532347406659584,0.01540908629155636,0.028921379155556343,0,historical
2021-06-28,0.005438909099901481,-0.005438909099901481,0.01540908629155636,0.028921379155556343,0,historical
2021-06-29,0.0024140605949202172,-0.0024140605949202172,0.01540908629155636,0.028921379155556343,0,historical
2021-06-30,-0.001422947863483896,0.001422947863483896,0.01540908629155636,0.028921379155556343,0,historical
2021-07-01,-0.0015374921805026945,0.0015374921805026945,0.01540908629155636,0.028921379155556343,0,historical
2021-07-02,-0.000961198520232991,0.000961198520232991,0.01540908629155636,0.028921379155556343,0,historical
2021-07-05,-0.0008407547220834957,0.0008407547220834957,0.01540908629155636,0.028921379155556343,0,historical
2021-07-06,-0.00040441592127929367,0.00040441592127929367,0.01540908629155636,0.028921379155556343,0,historical
2021-07-07,-0.004718376260701818,0.004718376260701818,0.01540908629155636,0.028921379155556343,0,historical
2021-07-08,0.0021097488951834858,-0.0021097488951834858,0.01540908629155636,0.028921379155556343,0,historical
2021-07-09,-0.0011368204735949764,0.0011368204735949764,0.01540908629155636,0.028921379155556343,0,historical
2021-07-12,0.0034254075498341536,-0.0034254075498341536,0.01540908629155636,0.028921379155556343,0,historical
2021-07-13,-0.003194044269300704,0.003194044269300704,0.01540908629155636,0.028921379155556343,0,historical
2021-07-14,-0.0013487132969875286,0.0013487132969875286,0.01540908629155636,0.028921379155556343,0,historical
2021-07-15,0.003851199772998401,-0.003851199772998401,0.01540908629155636,0.028921379155556343,0,historical
2021-07-16,-0.003419982658015251,0.003419982658015251,0.01540908629155636,0.028921379155556343,0,historical
2021-07-19,0.0006311717024423839,-0.0006311717024423839,0.01540908629155636,0.028921379155556343,0,historical
2021-07-20,0.006137618478245191,-0.006137618478245191,0.01540908629155636,0.028921379155556343,0,historical
2021-07-21,0.010049379192079527,-0.010049379192079527,0.01540908629155636,0.028921379155556343,0,historical
2021-07-22,0.0036128779544221186,-0.0036128779544221186,0.01540908629155636,0.028921379155556343,0,historical
