,return,loss,rolling_vol,regime
2019-10-09,0.0013593945972173197,-0.0013593945972173197,0.005432053556554998,calm
2019-10-10,-0.0077408645232565345,0.0077408645232565345,0.005029103775283728,calm
2019-10-11,-0.0030136314599558188,0.0030136314599558188,0.005036099111048584,calm
2019-10-14,-0.0013852237310155906,0.0013852237310155906,0.004836990751173773,calm
2019-10-15,0.0034498251426874483,-0.0034498251426874483,0.004866681571873107,calm
2019-10-16,-0.0017344411969967008,0.0017344411969967008,0.004856837828204383,calm
2019-10-17,0.008108285886783981,-0.008108285886783981,0.0049863553671736175,calm
2019-10-18,-0.002660711619413345,0.002660711619413345,0.004942185374434256,calm
2019-10-21,-0.004913641683411509,0.004913641683411509,0.004960419512964567,calm
2019-10-22,0.0017580517030936617,-0.0017580517030936617,0.00493237504276312,calm
2019-10-23,-0.0011295261272370983,0.0011295261272370983,0.00491221358421815,calm
2019-10-24,0.011558655944643089,-0.011558655944643089,0.005120336239672115,calm
2019-10-25,0.0032301386804210056,-0.0032301386804210056,0.0049982557608480764,calm
2019-10-28,0.004669716010635761,-0.004669716010635761,0.005048277906102086,calm
2019-10-29,0.001661314565462897,-0.001661314565462897,0.004972356662949531,calm
2019-10-30,-0.008149307672093204,0.008149307672093204,0.005061118935163619,calm
2019-10-31,0.00014550184867677645,-0.00014550184867677645,0.005058899390093579,calm
2019-11-01,-0.002648424575283338,0.002648424575283338,0.005058416486343169,calm
2019-11-04,-0.007644933483158211,0.007644933483158211,0.005129567564191394,calm
2019-11-05,-0.004680178157065118,0.004680178157065118,0.005150477066360119,calm
2019-11-06,0.00012507555545305556,-0.00012507555545305556,0.005148632202933619,calm
2019-11-07,-0.004381913048979454,0.004381913048979454,0.005138847752517623,calm
2019-11-08,0.0028660884982169405,-0.0028660884982169405,0.0051615485417388605,calm
2019-11-11,0.006770073570225844,-0.006770073570225844,0.005259432801538078,calm
2019-11-12,-0.002427864229610114,0.002427864229610114,0.005262307424103381,calm
2019-11-13,-0.001069658347107774,0.001069658347107774,0.005183662858681403,calm
2019-11-14,0.003936900773741849,-0.003936900773741849,0.005218852741440323,calm
2019-11-15,0.002887867819918553,-0.002887867819918553,0.005239500884910249,calm
2019-11-18,0.00011551050173961346,-0.00011551050173961346,0.0052406190619633955,calm
2019-11-19,0.004502252556950762,-0.004502252556950762,0.005285653108024584,calm
2019-11-20,0.007658398429932637,-0.007658398429932637,0.005391153719082484,calm
2019-11-21,0.002908412823288049,-0.002908412823288049,0.005405329092341947,calm
2019-11-22,8.412110094920282e-05,-8.412110094920282e-05,0.005344795069353711,calm
2019-11-25,0.010007735204579744,-0.010007735204579744,0.00551085937564318,calm
2019-11-26,0.008287523082594101,-0.008287523082594101,0.005600228441288901,calm
2019-11-27,0.0019628024822251353,-0.0019628024822251353,0.005574580642223614,calm
2019-11-28,-0.004533442437616356,0.004533442437616356,0.005570999502970896,calm
2019-11-29,0.003920588325131966,-0.003920588325131966,0.005593843445065875,calm
2019-12-02,-0.004399140025487643,0.004399140025487643,0.005619068840708385,calm
2019-12-03,0.008147368786832575,-0.008147368786832575,0.0056897489704845535,normal
2019-12-04,-0.02387633271950761,0.02387633271950761,0.006396400009454572,normal
2019-12-05,-0.004858599365327067,0.004858599365327067,0.0063964906787011885,normal
2019-12-06,0.01198890445591225,-0.01198890445591225,0.006543287576714947,normal
2019-12-09,0.0014530072090888075,-0.0014530072090888075,0.006545592301805879,normal
2019-12-10,-0.01813638782788135,0.01813638782788135,0.0068849503114750965,normal
2019-12-11,0.0012808428504014944,-0.0012808428504014944,0.006232352093558596,normal
2019-12-12,-0.011073903669282053,0.011073903669282053,0.006382688399901507,normal
2019-12-13,-0.003482795252780232,0.003482795252780232,0.0063797657880520385,normal
2019-12-16,8.693389854155841e-05,-8.693389854155841e-05,0.006379758920132374,normal
2019-12-17,-0.002307281359767379,0.002307281359767379,0.006371034516030882,normal
2019-12-18,-0.012961063711281372,0.012961063711281372,0.006563911797148159,normal
2019-12-19,-0.005780063323958466,0.005780063323958466,0.006596079742826726,normal
2019-12-20,0.00215458808343567,-0.00215458808343567,0.006570599067015101,normal
2019-12-23,-0.0007051525840569541,0.0007051525840569541,0.006547187504625023,normal
2019-12-24,-0.002688606788428129,0.002688606788428129,0.0064778429300864524,normal
2019-12-25,0.00311729827745878,-0.00311729827745878,0.00642235377588549,normal
2019-12-26,0.0021256609482446843,-0.0021256609482446843,0.00642276521718339,normal
2019-12-27,-0.006457483601416927,0.006457483601416927,0.006457752891223617,normal
2019-12-30,0.00126709620059948,-0.00126709620059948,0.006462160059885943,normal
2019-12-31,0.00027524397217463007,-0.00027524397217463007,0.006460951942235174,normal
2020-01-01,0.008879095290649713,-0.008879095290649713,0.006569963410015044,normal
2020-01-02,0.0007173294873678693,-0.0007173294873678693,0.006499952232002119,normal
2020-01-03,0.0020108652294439713,-0.0020108652294439713,0.006496107089050709,normal
2020-01-06,0.003138611266491627,-0.003138611266491627,0.006507959861004654,normal
2020-01-07,0.0013820278715951824,-0.0013820278715951824,0.00649435376308747,normal
2020-01-08,0.0025312947172958177,-0.0025312947172958177,0.006499785005241507,normal
2020-01-09,0.002480468317859206,-0.002480468317859206,0.006420117834658108,normal
2020-01-10,0.0006687365472567362,-0.0006687365472567362,0.006412414708124481,normal
2020-01-13,-0.005263757263452016,0.005263757263452016,0.006417034014712156,normal
2020-01-14,-0.0035504554160068445,0.0035504554160068445,0.006427593627303961,normal
2020-01-15,-0.007121603670262378,0.007121603670262378,0.006488750549311792,normal
2020-01-16,0.0021005260289350333,-0.0021005260289350333,0.0063084917478613695,normal
2020-01-17,0.0013817753290419463,-0.0013817753290419463,0.006294742861554051,normal
2020-01-20,0.001740565100980637,-0.001740565100980637,0.006265456851380012,normal
2020-01-21,0.002608293222017913,-0.002608293222017913,0.006272243700492937,normal
2020-01-22,-0.001950879319606299,0.001950879319606299,0.006194822892264352,normal
2020-01-23,0.005567786401060957,-0.005567786401060957,0.006242354401090652,normal
2020-01-24,0.0003299235740563792,-0.0003299235740563792,0.006235317377975488,normal
2020-01-27,-0.0002209917823071718,0.0002209917823071718,0.00615958360134373,normal
2020-01-28,-0.0009113320487926182,0.0009113320487926182,0.00613166312745092,normal
2020-01-29,0.00655642171124426,-0.00655642171124426,0.006191201512510253,normal
2020-01-30,-0.0034758707656586123,0.0034758707656586123,0.006181357799131267,normal
2020-01-31,0.00151119768418011,-0.00151119768418011,0.006173343521252441,normal
2020-02-03,-0.055322338582989135,0.055322338582989135,0.00938953829766329,stress
